"date","number_of_strikes","center_point_geom"
"2018-01-22","23","POINT(-89.1 38.3)"
"2018-01-22","23","POINT(-88.4 38.3)"
"2018-01-22","28","POINT(-89 38.4)"
"2018-01-22","59","POINT(-95.6 38.4)"
"2018-01-22","133","POINT(-94 30.7)"
"2018-01-22","36","POINT(-97.5 30.7)"
"2018-01-22","42","POINT(-97.4 30.7)"
"2018-01-22","63","POINT(-94.8 30.7)"
"2018-01-22","91","POINT(-94.7 30.7)"
"2018-01-22","89","POINT(-94.6 30.7)"
"2018-01-22","96","POINT(-94.5 30.7)"
"2018-01-22","163","POINT(-94.4 30.7)"
"2018-01-22","78","POINT(-94.3 30.7)"
"2018-01-22","70","POINT(-94.2 30.7)"
"2018-01-22","84","POINT(-94.1 30.7)"
"2018-01-22","173","POINT(-93.9 30.7)"
"2018-01-22","73","POINT(-93.8 30.7)"
"2018-01-22","41","POINT(-93.7 30.7)"
"2018-01-22","23","POINT(-95.6 38.5)"
"2018-01-22","53","POINT(-95.5 38.5)"
"2018-01-22","38","POINT(-95.5 38.6)"
"2018-01-22","25","POINT(-95.4 38.6)"
"2018-01-22","32","POINT(-95.3 38.6)"
"2018-01-22","34","POINT(-89.1 38.4)"
"2018-01-22","29","POINT(-88.9 38.4)"
"2018-01-22","26","POINT(-88.7 38.7)"
"2018-01-22","43","POINT(-88.5 38.7)"
"2018-01-22","29","POINT(-89.1 38.5)"
"2018-01-22","31","POINT(-88.9 38.5)"
"2018-01-22","28","POINT(-88.8 38.5)"
"2018-01-22","88","POINT(-93.6 30.8)"
"2018-01-22","35","POINT(-93.5 30.8)"
"2018-01-22","36","POINT(-93.4 30.8)"
"2018-01-22","34","POINT(-93.3 30.8)"
"2018-01-22","202","POINT(-94 30.9)"
"2018-01-22","111","POINT(-93 30.9)"
"2018-01-22","25","POINT(-96.5 30.9)"
"2018-01-22","81","POINT(-95.3 38.8)"
"2018-01-22","118","POINT(-95.2 38.8)"
"2018-01-22","38","POINT(-96.3 38.7)"
"2018-01-22","78","POINT(-95.4 38.7)"
"2018-01-22","57","POINT(-95.3 38.7)"
"2018-01-22","38","POINT(-93 31.1)"
"2018-01-22","29","POINT(-96.8 31.1)"
"2018-01-22","35","POINT(-94.6 31.1)"
"2018-01-22","59","POINT(-94.5 31.1)"
"2018-01-22","26","POINT(-94.4 31.1)"
"2018-01-22","100","POINT(-94.3 31.1)"
"2018-01-22","130","POINT(-94.2 31.1)"
"2018-01-22","23","POINT(-93.8 31.1)"
"2018-01-22","39","POINT(-93.7 31.1)"
"2018-01-22","55","POINT(-93.6 31.1)"
"2018-01-22","148","POINT(-93.5 31.1)"
"2018-01-22","114","POINT(-93.4 31.1)"
"2018-01-22","73","POINT(-93.3 31.1)"
"2018-01-22","25","POINT(-93.2 31.1)"
"2018-01-22","38","POINT(-92.9 31.1)"
"2018-01-22","33","POINT(-92.7 31.1)"
"2018-01-22","62","POINT(-92.6 31.1)"
"2018-01-22","80","POINT(-92.5 31.1)"
"2018-01-22","90","POINT(-92.4 31.1)"
"2018-01-22","81","POINT(-92.3 31.1)"
"2018-01-22","102","POINT(-92.2 31.1)"
"2018-01-22","31","POINT(-97.4 30.8)"
"2018-01-22","45","POINT(-97.3 30.8)"
"2018-01-22","41","POINT(-97.2 30.8)"
"2018-01-22","23","POINT(-97.1 30.8)"
"2018-01-22","134","POINT(-94.7 30.8)"
"2018-01-22","82","POINT(-94.6 30.8)"
"2018-01-22","46","POINT(-94.5 30.8)"
"2018-01-22","59","POINT(-94.4 30.8)"
"2018-01-22","95","POINT(-94.3 30.8)"
"2018-01-22","118","POINT(-94.2 30.8)"
"2018-01-22","96","POINT(-94.1 30.8)"
"2018-01-22","69","POINT(-93.9 30.8)"
"2018-01-22","138","POINT(-93.8 30.8)"
"2018-01-22","102","POINT(-93.7 30.8)"
"2018-01-22","28","POINT(-94.4 31.2)"
"2018-01-22","49","POINT(-94.3 31.2)"
"2018-01-22","103","POINT(-94.2 31.2)"
"2018-01-22","90","POINT(-94.1 31.2)"
"2018-01-22","23","POINT(-93.9 31.2)"
"2018-01-22","51","POINT(-93.5 31.2)"
"2018-01-22","65","POINT(-93.4 31.2)"
"2018-01-22","114","POINT(-93.3 31.2)"
"2018-01-22","35","POINT(-93.2 31.2)"
"2018-01-22","63","POINT(-93.1 31.2)"
"2018-01-22","29","POINT(-92.9 31.2)"
"2018-01-22","26","POINT(-92.8 31.2)"
"2018-01-22","36","POINT(-92.2 31.2)"
"2018-01-22","56","POINT(-92.1 31.2)"
"2018-01-22","58","POINT(-91.9 31.2)"
"2018-01-22","50","POINT(-91.8 31.2)"
"2018-01-22","34","POINT(-91.6 31.2)"
"2018-01-22","61","POINT(-94 31.3)"
"2018-01-22","90","POINT(-93 31.3)"
"2018-01-22","28","POINT(-94.8 30.9)"
"2018-01-22","42","POINT(-94.7 30.9)"
"2018-01-22","99","POINT(-94.5 30.9)"
"2018-01-22","52","POINT(-94.4 30.9)"
"2018-01-22","40","POINT(-94.3 30.9)"
"2018-01-22","55","POINT(-94.2 30.9)"
"2018-01-22","79","POINT(-94.1 30.9)"
"2018-01-22","150","POINT(-93.9 30.9)"
"2018-01-22","62","POINT(-93.8 30.9)"
"2018-01-22","45","POINT(-93.7 30.9)"
"2018-01-22","39","POINT(-93.6 30.9)"
"2018-01-22","79","POINT(-93.5 30.9)"
"2018-01-22","35","POINT(-93.4 30.9)"
"2018-01-22","31","POINT(-93.3 30.9)"
"2018-01-22","37","POINT(-93.2 30.9)"
"2018-01-22","86","POINT(-93.1 30.9)"
"2018-01-22","64","POINT(-92.9 30.9)"
"2018-01-22","26","POINT(-93.2 31.3)"
"2018-01-22","56","POINT(-93.1 31.3)"
"2018-01-22","54","POINT(-92.9 31.3)"
"2018-01-22","60","POINT(-91.9 31.3)"
"2018-01-22","74","POINT(-91.8 31.3)"
"2018-01-22","83","POINT(-91.7 31.3)"
"2018-01-22","79","POINT(-91.6 31.3)"
"2018-01-22","68","POINT(-91.5 31.3)"
"2018-01-22","26","POINT(-91.4 31.3)"
"2018-01-22","31","POINT(-91.3 31.3)"
"2018-01-22","66","POINT(-94 31.4)"
"2018-01-22","47","POINT(-93 31.4)"
"2018-01-22","34","POINT(-92 31.4)"
"2018-01-22","90","POINT(-91 31.4)"
"2018-01-22","28","POINT(-97.1 31.4)"
"2018-01-22","41","POINT(-92.1 31.1)"
"2018-01-22","35","POINT(-97 31.2)"
"2018-01-22","46","POINT(-93 31.2)"
"2018-01-22","100","POINT(-92 31.2)"
"2018-01-22","48","POINT(-97.1 31.2)"
"2018-01-22","36","POINT(-96.9 31.2)"
"2018-01-22","44","POINT(-96.8 31.2)"
"2018-01-22","36","POINT(-91.7 31.4)"
"2018-01-22","50","POINT(-91.6 31.4)"
"2018-01-22","88","POINT(-91.5 31.4)"
"2018-01-22","93","POINT(-91.4 31.4)"
"2018-01-22","129","POINT(-91.3 31.4)"
"2018-01-22","106","POINT(-91.2 31.4)"
"2018-01-22","74","POINT(-91.1 31.4)"
"2018-01-22","25","POINT(-90.8 31.4)"
"2018-01-22","129","POINT(-94 31.5)"
"2018-01-22","45","POINT(-93 31.5)"
"2018-01-22","100","POINT(-91 31.5)"
"2018-01-22","31","POINT(-96.7 31.3)"
"2018-01-22","61","POINT(-96.5 31.3)"
"2018-01-22","90","POINT(-96.4 31.3)"
"2018-01-22","56","POINT(-96.3 31.3)"
"2018-01-22","23","POINT(-94.3 31.3)"
"2018-01-22","78","POINT(-94.2 31.3)"
"2018-01-22","99","POINT(-94.1 31.3)"
"2018-01-22","61","POINT(-93.9 31.3)"
"2018-01-22","58","POINT(-93.8 31.3)"
"2018-01-22","55","POINT(-93.4 31.3)"
"2018-01-22","42","POINT(-93.3 31.3)"
"2018-01-22","53","POINT(-95.3 38.9)"
"2018-01-22","109","POINT(-95.2 38.9)"
"2018-01-22","79","POINT(-95.1 38.9)"
"2018-01-22","32","POINT(-89.3 38.9)"
"2018-01-22","25","POINT(-88.6 38.9)"
"2018-01-22","39","POINT(-88.4 38.9)"
"2018-01-22","156","POINT(-95 39.1)"
"2018-01-22","98","POINT(-94.1 31.4)"
"2018-01-22","38","POINT(-93.9 31.4)"
"2018-01-22","48","POINT(-93.8 31.4)"
"2018-01-22","61","POINT(-93.7 31.4)"
"2018-01-22","35","POINT(-93.6 31.4)"
"2018-01-22","44","POINT(-93.3 31.4)"
"2018-01-22","72","POINT(-93.2 31.4)"
"2018-01-22","56","POINT(-93.1 31.4)"
"2018-01-22","72","POINT(-92.9 31.4)"
"2018-01-22","74","POINT(-92.8 31.4)"
"2018-01-22","37","POINT(-92.7 31.4)"
"2018-01-22","45","POINT(-92.6 31.4)"
"2018-01-22","26","POINT(-92.4 31.4)"
"2018-01-22","23","POINT(-92.2 31.4)"
"2018-01-22","181","POINT(-95 39.2)"
"2018-01-22","32","POINT(-95.2 39.2)"
"2018-01-22","36","POINT(-94.9 39.2)"
"2018-01-22","40","POINT(-94.8 39.2)"
"2018-01-22","28","POINT(-94.5 39.2)"
"2018-01-22","26","POINT(-88.6 38.8)"
"2018-01-22","43","POINT(-88.5 38.8)"
"2018-01-22","44","POINT(-96.1 38.9)"
"2018-01-22","43","POINT(-95.2 39.3)"
"2018-01-22","51","POINT(-94.9 39.3)"
"2018-01-22","38","POINT(-94.5 39.3)"
"2018-01-22","40","POINT(-94.4 39.3)"
"2018-01-22","29","POINT(-95.1 39.1)"
"2018-01-22","42","POINT(-94.9 39.1)"
"2018-01-22","66","POINT(-95.2 39.4)"
"2018-01-22","31","POINT(-95.1 39.4)"
"2018-01-22","48","POINT(-94.8 39.4)"
"2018-01-22","23","POINT(-90.8 39.4)"
"2018-01-22","23","POINT(-88.2 39.4)"
"2018-01-22","26","POINT(-91.3 39.2)"
"2018-01-22","35","POINT(-88.7 39.2)"
"2018-01-22","44","POINT(-93.9 31.6)"
"2018-01-22","42","POINT(-93.8 31.6)"
"2018-01-22","41","POINT(-93.6 31.6)"
"2018-01-22","38","POINT(-92.9 31.6)"
"2018-01-22","26","POINT(-94.2 31.5)"
"2018-01-22","32","POINT(-94.1 31.5)"
"2018-01-22","47","POINT(-93.9 31.5)"
"2018-01-22","23","POINT(-93.8 31.5)"
"2018-01-22","29","POINT(-94.7 39.5)"
"2018-01-22","32","POINT(-94.5 39.5)"
"2018-01-22","36","POINT(-94.4 39.5)"
"2018-01-22","66","POINT(-93.9 31.7)"
"2018-01-22","44","POINT(-93.8 31.7)"
"2018-01-22","52","POINT(-93.6 31.5)"
"2018-01-22","41","POINT(-93.5 31.5)"
"2018-01-22","44","POINT(-93.1 31.5)"
"2018-01-22","72","POINT(-92.9 31.5)"
"2018-01-22","29","POINT(-92.8 31.5)"
"2018-01-22","44","POINT(-92.7 31.5)"
"2018-01-22","65","POINT(-92.6 31.5)"
"2018-01-22","25","POINT(-92.5 31.5)"
"2018-01-22","43","POINT(-91.2 31.5)"
"2018-01-22","48","POINT(-91.1 31.5)"
"2018-01-22","138","POINT(-90.9 31.5)"
"2018-01-22","88","POINT(-90.8 31.5)"
"2018-01-22","54","POINT(-90.7 31.5)"
"2018-01-22","44","POINT(-90.6 31.5)"
"2018-01-22","40","POINT(-90.5 31.5)"
"2018-01-22","33","POINT(-96 31.6)"
"2018-01-22","56","POINT(-93 31.6)"
"2018-01-22","44","POINT(-90 31.6)"
"2018-01-22","46","POINT(-96.1 31.6)"
"2018-01-22","33","POINT(-93.9 31.8)"
"2018-01-22","33","POINT(-93.8 31.8)"
"2018-01-22","52","POINT(-93.7 31.8)"
"2018-01-22","37","POINT(-93.6 31.8)"
"2018-01-22","25","POINT(-93.5 31.8)"
"2018-01-22","41","POINT(-92.8 31.6)"
"2018-01-22","39","POINT(-92.7 31.6)"
"2018-01-22","38","POINT(-92.6 31.6)"
"2018-01-22","48","POINT(-92.5 31.6)"
"2018-01-22","25","POINT(-92.4 31.6)"
"2018-01-22","56","POINT(-92.3 31.6)"
"2018-01-22","61","POINT(-92.2 31.6)"
"2018-01-22","32","POINT(-91.7 31.6)"
"2018-01-22","38","POINT(-90.7 31.6)"
"2018-01-22","56","POINT(-90.6 31.6)"
"2018-01-22","81","POINT(-90.5 31.6)"
"2018-01-22","42","POINT(-90.4 31.6)"
"2018-01-22","65","POINT(-90.3 31.6)"
"2018-01-22","62","POINT(-90.2 31.6)"
"2018-01-22","33","POINT(-90.1 31.6)"
"2018-01-22","37","POINT(-89.9 31.6)"
"2018-01-22","32","POINT(-89.8 31.6)"
"2018-01-22","51","POINT(-89.7 31.6)"
"2018-01-22","62","POINT(-89.6 31.6)"
"2018-01-22","34","POINT(-89.5 31.6)"
"2018-01-22","23","POINT(-89.4 31.6)"
"2018-01-22","65","POINT(-92 31.7)"
"2018-01-22","80","POINT(-90 31.7)"
"2018-01-22","43","POINT(-96.6 31.7)"
"2018-01-22","40","POINT(-96.5 31.7)"
"2018-01-22","32","POINT(-96.3 31.7)"
"2018-01-22","39","POINT(-96.4 31.9)"
"2018-01-22","26","POINT(-96.3 31.9)"
"2018-01-22","87","POINT(-95.4 31.9)"
"2018-01-22","65","POINT(-95.3 31.9)"
"2018-01-22","23","POINT(-95.2 31.9)"
"2018-01-22","77","POINT(-92.9 31.7)"
"2018-01-22","41","POINT(-92.7 31.7)"
"2018-01-22","25","POINT(-92.6 31.7)"
"2018-01-22","63","POINT(-92.5 31.7)"
"2018-01-22","45","POINT(-92.4 31.7)"
"2018-01-22","23","POINT(-92.3 31.7)"
"2018-01-22","38","POINT(-92.2 31.7)"
"2018-01-22","42","POINT(-92.1 31.7)"
"2018-01-22","55","POINT(-90.2 31.7)"
"2018-01-22","55","POINT(-90.1 31.7)"
"2018-01-22","76","POINT(-89.9 31.7)"
"2018-01-22","64","POINT(-89.8 31.7)"
"2018-01-22","74","POINT(-89.7 31.7)"
"2018-01-22","49","POINT(-89.6 31.7)"
"2018-01-22","33","POINT(-89.4 31.7)"
"2018-01-22","33","POINT(-89.2 31.7)"
"2018-01-22","93","POINT(-92 31.8)"
"2018-01-22","56","POINT(-96.5 31.8)"
"2018-01-22","23","POINT(-96.4 31.8)"
"2018-01-22","32","POINT(-95.5 31.8)"
"2018-01-22","23","POINT(-88.2 39.5)"
"2018-01-22","34","POINT(-95 39.6)"
"2018-01-22","32","POINT(-90 39.6)"
"2018-01-22","41","POINT(-92.8 31.8)"
"2018-01-22","39","POINT(-92.7 31.8)"
"2018-01-22","33","POINT(-92.5 31.8)"
"2018-01-22","49","POINT(-92.4 31.8)"
"2018-01-22","38","POINT(-92.3 31.8)"
"2018-01-22","70","POINT(-91.9 31.8)"
"2018-01-22","101","POINT(-91.8 31.8)"
"2018-01-22","26","POINT(-91.7 31.8)"
"2018-01-22","31","POINT(-89.8 31.8)"
"2018-01-22","46","POINT(-89.7 31.8)"
"2018-01-22","59","POINT(-89.6 31.8)"
"2018-01-22","71","POINT(-89.5 31.8)"
"2018-01-22","68","POINT(-89.4 31.8)"
"2018-01-22","38","POINT(-89.3 31.8)"
"2018-01-22","29","POINT(-89.2 31.8)"
"2018-01-22","25","POINT(-88.8 31.8)"
"2018-01-22","36","POINT(-88.7 31.8)"
"2018-01-22","42","POINT(-89 31.9)"
"2018-01-22","34","POINT(-97.2 31.9)"
"2018-01-22","33","POINT(-93.9 31.9)"
"2018-01-22","34","POINT(-93.8 31.9)"
"2018-01-22","35","POINT(-93.7 31.9)"
"2018-01-22","36","POINT(-93.6 31.9)"
"2018-01-22","57","POINT(-93.5 31.9)"
"2018-01-22","47","POINT(-93.4 31.9)"
"2018-01-22","45","POINT(-92.5 31.9)"
"2018-01-22","29","POINT(-92.4 31.9)"
"2018-01-22","171","POINT(-92.3 31.9)"
"2018-01-22","67","POINT(-92.2 31.9)"
"2018-01-22","31","POINT(-91.8 31.9)"
"2018-01-22","25","POINT(-91.7 31.9)"
"2018-01-22","38","POINT(-91.6 31.9)"
"2018-01-22","23","POINT(-91.3 31.9)"
"2018-01-22","31","POINT(-90.9 39.5)"
"2018-01-22","39","POINT(-90.8 39.5)"
"2018-01-22","29","POINT(-88.3 39.5)"
"2018-01-22","55","POINT(-95.3 39.9)"
"2018-01-22","33","POINT(-95.1 39.9)"
"2018-01-22","36","POINT(-94.7 39.6)"
"2018-01-22","25","POINT(-94.4 39.6)"
"2018-01-22","37","POINT(-90.8 39.6)"
"2018-01-22","63","POINT(-95 39.7)"
"2018-01-22","42","POINT(-90 39.7)"
"2018-01-22","41","POINT(-95.1 39.7)"
"2018-01-22","29","POINT(-94.9 39.7)"
"2018-01-22","26","POINT(-94.4 39.7)"
"2018-01-22","55","POINT(-89.9 40.1)"
"2018-01-22","114","POINT(-89.8 40.1)"
"2018-01-22","83","POINT(-89.9 39.7)"
"2018-01-22","47","POINT(-95 39.8)"
"2018-01-22","31","POINT(-95.3 39.8)"
"2018-01-22","40","POINT(-94.9 39.8)"
"2018-01-22","37","POINT(-94.3 39.8)"
"2018-01-22","32","POINT(-94.1 39.8)"
"2018-01-22","114","POINT(-89.9 39.8)"
"2018-01-22","84","POINT(-89.8 39.8)"
"2018-01-22","45","POINT(-94.9 39.9)"
"2018-01-22","26","POINT(-94.8 39.9)"
"2018-01-22","45","POINT(-94.3 39.9)"
"2018-01-22","56","POINT(-94.2 39.9)"
"2018-01-22","28","POINT(-90.4 39.9)"
"2018-01-22","67","POINT(-89.9 39.9)"
"2018-01-22","92","POINT(-89.8 39.9)"
"2018-01-22","25","POINT(-94.1 40.1)"
"2018-01-22","35","POINT(-88.7 31.9)"
"2018-01-22","61","POINT(-88.6 31.9)"
"2018-01-22","36","POINT(-88.5 31.9)"
"2018-01-22","41","POINT(-88.4 31.9)"
"2018-01-22","54","POINT(-92 32.1)"
"2018-01-22","39","POINT(-89.7 40.1)"
"2018-01-22","36","POINT(-89.6 40.1)"
"2018-01-22","23","POINT(-89.4 40.1)"
"2018-01-22","49","POINT(-94.1 40.2)"
"2018-01-22","87","POINT(-89.8 40.2)"
"2018-01-22","36","POINT(-89.5 40.2)"
"2018-01-22","29","POINT(-89.4 40.2)"
"2018-01-22","25","POINT(-93.8 32.1)"
"2018-01-22","34","POINT(-93.6 32.1)"
"2018-01-22","56","POINT(-93.2 32.1)"
"2018-01-22","71","POINT(-92.2 32.1)"
"2018-01-22","35","POINT(-92.1 32.1)"
"2018-01-22","35","POINT(-91.9 32.1)"
"2018-01-22","35","POINT(-90.9 32.1)"
"2018-01-22","43","POINT(-90.7 32.1)"
"2018-01-22","63","POINT(-90.6 32.1)"
"2018-01-22","38","POINT(-90.5 32.1)"
"2018-01-22","23","POINT(-90.5 31.9)"
"2018-01-22","31","POINT(-89.4 31.9)"
"2018-01-22","31","POINT(-89.3 31.9)"
"2018-01-22","31","POINT(-89.2 31.9)"
"2018-01-22","23","POINT(-89.1 31.9)"
"2018-01-22","35","POINT(-95 32.2)"
"2018-01-22","52","POINT(-93 32.2)"
"2018-01-22","35","POINT(-92 32.2)"
"2018-01-22","92","POINT(-96.4 32.2)"
"2018-01-22","93","POINT(-96.3 32.2)"
"2018-01-22","91","POINT(-96.2 32.2)"
"2018-01-22","25","POINT(-96.1 32.2)"
"2018-01-22","33","POINT(-94.9 32.2)"
"2018-01-22","39","POINT(-93.7 32.2)"
"2018-01-22","93","POINT(-93.6 32.2)"
"2018-01-22","34","POINT(-93.5 32.2)"
"2018-01-22","44","POINT(-89 32.1)"
"2018-01-22","43","POINT(-96.7 32.1)"
"2018-01-22","108","POINT(-96.6 32.1)"
"2018-01-22","55","POINT(-96.5 32.1)"
"2018-01-22","44","POINT(-96.4 32.1)"
"2018-01-22","110","POINT(-96.3 32.1)"
"2018-01-22","53","POINT(-96.2 32.1)"
"2018-01-22","44","POINT(-95.2 32.1)"
"2018-01-22","47","POINT(-90.5 32.2)"
"2018-01-22","50","POINT(-90.4 32.2)"
"2018-01-22","58","POINT(-90.3 32.2)"
"2018-01-22","28","POINT(-88.3 32.2)"
"2018-01-22","38","POINT(-88.2 32.2)"
"2018-01-22","34","POINT(-87.7 32.2)"
"2018-01-22","51","POINT(-87.3 32.2)"
"2018-01-22","60","POINT(-87.2 32.2)"
"2018-01-22","32","POINT(-87.1 32.2)"
"2018-01-22","76","POINT(-96 32.3)"
"2018-01-22","37","POINT(-93 32.3)"
"2018-01-22","31","POINT(-90 32.3)"
"2018-01-22","55","POINT(-88.7 32.1)"
"2018-01-22","80","POINT(-88.6 32.1)"
"2018-01-22","44","POINT(-88.4 32.1)"
"2018-01-22","31","POINT(-88.3 32.1)"
"2018-01-22","29","POINT(-87.9 32.1)"
"2018-01-22","42","POINT(-87.7 32.1)"
"2018-01-22","53","POINT(-87.6 32.1)"
"2018-01-22","64","POINT(-87.5 32.1)"
"2018-01-22","35","POINT(-94.7 32.3)"
"2018-01-22","41","POINT(-94.6 32.3)"
"2018-01-22","26","POINT(-93.8 32.3)"
"2018-01-22","33","POINT(-93.7 32.3)"
"2018-01-22","45","POINT(-93.5 32.3)"
"2018-01-22","41","POINT(-93.4 32.3)"
"2018-01-22","45","POINT(-92.9 32.3)"
"2018-01-22","38","POINT(-92.8 32.3)"
"2018-01-22","28","POINT(-91.8 32.3)"
"2018-01-22","42","POINT(-91.7 32.3)"
"2018-01-22","36","POINT(-91.5 32.3)"
"2018-01-22","28","POINT(-90.5 32.3)"
"2018-01-22","34","POINT(-90.3 32.3)"
"2018-01-22","34","POINT(-90.2 32.3)"
"2018-01-22","23","POINT(-92.9 32.2)"
"2018-01-22","35","POINT(-92.2 32.2)"
"2018-01-22","41","POINT(-92.1 32.2)"
"2018-01-22","59","POINT(-91.9 32.2)"
"2018-01-22","41","POINT(-91.8 32.2)"
"2018-01-22","31","POINT(-91.7 32.2)"
"2018-01-22","23","POINT(-91.6 32.2)"
"2018-01-22","33","POINT(-90.7 32.2)"
"2018-01-22","58","POINT(-89.8 40.3)"
"2018-01-22","46","POINT(-89.7 40.3)"
"2018-01-22","44","POINT(-89.3 40.3)"
"2018-01-22","42","POINT(-90 40.4)"
"2018-01-22","28","POINT(-95.5 40.4)"
"2018-01-22","32","POINT(-94.5 40.4)"
"2018-01-22","44","POINT(-94.1 40.4)"
"2018-01-22","55","POINT(-96.3 32.3)"
"2018-01-22","96","POINT(-96.2 32.3)"
"2018-01-22","136","POINT(-96.1 32.3)"
"2018-01-22","25","POINT(-95.9 32.3)"
"2018-01-22","34","POINT(-94.9 32.3)"
"2018-01-22","42","POINT(-94.8 32.3)"
"2018-01-22","23","POINT(-94.4 40.5)"
"2018-01-22","29","POINT(-94.1 40.5)"
"2018-01-22","23","POINT(-93.6 40.5)"
"2018-01-22","88","POINT(-89.7 40.5)"
"2018-01-22","32","POINT(-89.5 40.5)"
"2018-01-22","57","POINT(-94.1 40.3)"
"2018-01-22","23","POINT(-89.7 40.6)"
"2018-01-22","35","POINT(-89.6 40.6)"
"2018-01-22","26","POINT(-89.5 40.6)"
"2018-01-22","25","POINT(-93.1 40.7)"
"2018-01-22","23","POINT(-89.6 40.7)"
"2018-01-22","89","POINT(-89.7 40.4)"
"2018-01-22","41","POINT(-89.6 40.4)"
"2018-01-22","26","POINT(-89.4 40.4)"
"2018-01-22","29","POINT(-89.3 40.4)"
"2018-01-22","23","POINT(-89.1 40.4)"
"2018-01-22","67","POINT(-89.6 40.8)"
"2018-01-22","37","POINT(-89.1 40.8)"
"2018-01-22","31","POINT(-93 40.9)"
"2018-01-22","31","POINT(-94.9 40.9)"
"2018-01-22","40","POINT(-96.1 32.4)"
"2018-01-22","52","POINT(-95.9 32.4)"
"2018-01-22","34","POINT(-95.8 32.4)"
"2018-01-22","23","POINT(-89.6 40.9)"
"2018-01-22","26","POINT(-89.5 40.9)"
"2018-01-22","23","POINT(-88.7 40.7)"
"2018-01-22","37","POINT(-95 40.8)"
"2018-01-22","33","POINT(-89.8 32.4)"
"2018-01-22","59","POINT(-89.7 32.4)"
"2018-01-22","44","POINT(-88.1 32.4)"
"2018-01-22","28","POINT(-87.3 32.3)"
"2018-01-22","34","POINT(-87.1 32.3)"
"2018-01-22","155","POINT(-96 32.4)"
"2018-01-22","57","POINT(-96.9 32.4)"
"2018-01-22","75","POINT(-96.8 32.4)"
"2018-01-22","44","POINT(-96.4 32.4)"
"2018-01-22","78","POINT(-96.3 32.4)"
"2018-01-22","26","POINT(-94.3 32.5)"
"2018-01-22","48","POINT(-93.6 32.5)"
"2018-01-22","57","POINT(-91.3 32.5)"
"2018-01-22","28","POINT(-94.7 32.4)"
"2018-01-22","26","POINT(-94.5 32.4)"
"2018-01-22","61","POINT(-94.4 32.4)"
"2018-01-22","26","POINT(-93.7 32.4)"
"2018-01-22","33","POINT(-93.5 32.4)"
"2018-01-22","28","POINT(-93.4 32.4)"
"2018-01-22","42","POINT(-93.1 32.4)"
"2018-01-22","34","POINT(-92.7 32.4)"
"2018-01-22","37","POINT(-92.6 32.4)"
"2018-01-22","48","POINT(-91.4 32.4)"
"2018-01-22","93","POINT(-96 32.6)"
"2018-01-22","86","POINT(-96.1 32.6)"
"2018-01-22","206","POINT(-95.9 32.6)"
"2018-01-22","95","POINT(-95.8 32.6)"
"2018-01-22","38","POINT(-95.7 32.6)"
"2018-01-22","87","POINT(-95.4 32.6)"
"2018-01-22","38","POINT(-87.1 32.4)"
"2018-01-22","182","POINT(-96 32.5)"
"2018-01-22","38","POINT(-95 32.5)"
"2018-01-22","47","POINT(-93 32.5)"
"2018-01-22","40","POINT(-87 32.5)"
"2018-01-22","76","POINT(-96.8 32.5)"
"2018-01-22","38","POINT(-96.7 32.5)"
"2018-01-22","41","POINT(-96.2 32.5)"
"2018-01-22","39","POINT(-96.1 32.5)"
"2018-01-22","80","POINT(-95.9 32.5)"
"2018-01-22","45","POINT(-95.8 32.5)"
"2018-01-22","36","POINT(-86.8 32.6)"
"2018-01-22","35","POINT(-89.6 32.5)"
"2018-01-22","130","POINT(-94.9 32.6)"
"2018-01-22","23","POINT(-94.8 32.6)"
"2018-01-22","48","POINT(-93.5 32.6)"
"2018-01-22","26","POINT(-93.4 32.6)"
"2018-01-22","34","POINT(-93.2 32.6)"
"2018-01-22","45","POINT(-93.1 32.6)"
"2018-01-22","40","POINT(-91.3 32.6)"
"2018-01-22","98","POINT(-91.2 32.6)"
"2018-01-22","36","POINT(-91.1 32.6)"
"2018-01-22","47","POINT(-89.5 32.6)"
"2018-01-22","28","POINT(-92.2 41.3)"
"2018-01-22","37","POINT(-89.5 41.3)"
"2018-01-22","28","POINT(-95 41.2)"
"2018-01-22","39","POINT(-95.8 41.2)"
"2018-01-22","32","POINT(-95.3 41.2)"
"2018-01-22","41","POINT(-94.9 41.2)"
"2018-01-22","34","POINT(-89.5 41.4)"
"2018-01-22","52","POINT(-88.5 41.4)"
"2018-01-22","23","POINT(-87.6 41.2)"
"2018-01-22","40","POINT(-95 41.3)"
"2018-01-22","23","POINT(-95.1 41.3)"
"2018-01-22","26","POINT(-92.1 41.5)"
"2018-01-22","23","POINT(-89.5 41.5)"
"2018-01-22","67","POINT(-89.4 41.5)"
"2018-01-22","25","POINT(-89.3 41.5)"
"2018-01-22","33","POINT(-88.6 41.5)"
"2018-01-22","28","POINT(-88.5 41.5)"
"2018-01-22","31","POINT(-88.4 41.5)"
"2018-01-22","23","POINT(-95 41.4)"
"2018-01-22","31","POINT(-92.2 41.4)"
"2018-01-22","26","POINT(-88 41.6)"
"2018-01-22","23","POINT(-95.1 41.6)"
"2018-01-22","23","POINT(-94.5 41.6)"
"2018-01-22","49","POINT(-94.3 41.6)"
"2018-01-22","29","POINT(-97.7 41.5)"
"2018-01-22","23","POINT(-95.2 41.5)"
"2018-01-22","48","POINT(-95.1 41.5)"
"2018-01-22","29","POINT(-92.3 41.5)"
"2018-01-22","28","POINT(-92.2 41.5)"
